URL_NUM,URL_NAME,NLP_READING_TIME_IN_MINS_212WPM,BSOUP_NUMWORDS,NLP_NUMWORDS,META_YEARS_SINCE_FIRST_PUBLISHED,META_YEARS_SINCE_LAST_MODIFIED,NLP_FIRST_PUBLISHED_DATETIME,META_FIRST_PUBLISHED_DATE,META_LAST_MODIFIED_DATETIME,NLP_KEYWORDS,TITLE_TAG_VALUE,META_DESCRIPTION
url858,https://www.cookwithmanali.com/reindeer-bark/,3.6,790,766,7.104,0.729,2016-12-22T06:44:06,2016-12-22T06:44:06,2023-05-07T18:00:36,regular - chocolate - hope - bark - christmas - mms - reindeer - used - festive - minutes,Reindeer Bark - Cook With Manali,"Easy to make, last minute Christmas treat! These Reindeer Bark are festive and get done in 15 minutes. You need only 5 ingredients to make these!"
url859,https://www.cookwithmanali.com/restaurant-style-garlic-naan/,6.8,2256,1431,5.345,3.8,2018-09-25T00:36:06,2018-09-25T00:36:06,2020-04-11T20:15:33,dough - add - butter - flour - restaurant - recipe - brush - garlic - place - naan - oven - style,Restaurant Style Garlic Naan - Cook With Manali,"Soft and delicious this is the only Garlic Naan recipe that you will ever need! Make restaurant style garlic naan at home with this easy step-by-step Soft, pillowy restaurant style Garlic Naan! These homemade naan are so much better than the store bought stuff! Taste great with curry!"
url860,https://www.cookwithmanali.com/restaurant-style-vegetable-biryani/,7.7,2654,1623,4.329,4.249,2019-10-01T00:06:44,2019-10-01T00:06:44,2019-10-30T12:11:10,biryani - veggies - cook - add - pan - restaurant - rice - vegetable - heat - water - style - minutes,Restaurant style Vegetable Biryani - Cook With Manali,"Loaded with veggies, crunchy cashews, warm spices like saffron, herbs like cilantro and mint, this Vegetable Biryani is a delight to the taste buds!"
url861,https://www.cookwithmanali.com/rice-kheer/,4.8,1550,1021,4.693,1.658,2019-05-21T00:05:28,2019-05-21T00:05:28,2022-06-02T13:08:29,milk - pudding - add - sugar - rice - indian - recipe - kheer - water - minutes,Rice Kheer (Indian Rice Pudding) - Cook With Manali,"Creamy Indian Rice Pudding, Kheer is made with basic pantry ingredients and flavored with cardamom, rose water & nuts! Gluten-free dessert."
url862,https://www.cookwithmanali.com/roasted-beetroot-raita/,4.7,994,999,8.679,6.074,2015-05-27T03:00:21,2015-05-27T03:00:21,2018-01-02T00:27:10,yogurt - add - mg - beet - raita - beetroot - powder - puree - roasted - water,Roasted Beetroot Raita - Cook With Manali,Healthy and easy Roasted Beetroot Raita is the perfect accompaniment to your Indian meal.
url863,https://www.cookwithmanali.com/roasted-beets-with-pistachios-goat-cheese/,5.4,1822,1149,2.2,1.205,2021-11-16T21:06:56,2021-11-16T21:06:56,2022-11-14T12:48:22,really - add - pistachios - wine - beets - roasted - vinaigrette - goat - cheese - red,Roasted Beets with Pistachios & Goat Cheese - Cook With Manali,"Oven roasted beets with creamy goat cheese, red onions, pistachios tossed together with a red wine vinaigrette!"
url864,https://www.cookwithmanali.com/roasted-cauliflower-pita-tacos/,5.5,1144,1161,8.54,6.074,2015-07-17T01:04:48,2015-07-17T01:04:48,2018-01-02T00:25:43,tahini - veggies - minutes - pita - cauliflower - oil - roasted - pepper - bread - sauce - tacos,Roasted Cauliflower Pita Tacos - Cook With Manali,"Roasted Cauliflower Pita Tacos with sauteed veggies and drizzled with tahini sauce. Quick, easy and healthy dinner!"
url865,https://www.cookwithmanali.com/roasted-cauliflower-soup/,5.3,1095,1122,8.751,6.074,2015-05-01T07:00:34,2015-05-01T07:00:34,2018-01-02T00:28:06,olive - onion - cream - salt - powder - cauliflower - oil - roasted - soup - minutes,Roasted Cauliflower Soup - Cook With Manali,Curry Spiced Cauliflower makes this Roasted Cauliflower Soup extra special!
url866,https://www.cookwithmanali.com/roasted-fennel-orange-olive-salad/,2.5,865,521,8.178,6.074,2015-11-26T02:52:31,2015-11-26T02:52:31,2018-01-02T00:22:33,olives - salad - olive - prizes - orange - add - roasted - mezzetta - tried - fennel - cheese,Roasted Fennel Orange Olive Salad - Cook With Manali,Roasted Fennel Orange Olive Salad - a flavorful and unique salad! Try this when you want to have something different and delicious!
url867,https://www.cookwithmanali.com/roasted-garlic-spinach-tomato-pizza/,5.2,1073,1101,7.164,6.074,2016-11-30T05:00:44,2016-11-30T05:00:44,2018-01-02T00:14:51,nuts - spinach - pine - tomato - garlic - pizza - roasted - oven - sauce - cheese,Roasted Garlic Spinach Tomato Pizza - Cook With Manali,"Roasted Garlic Spinach Tomato Pizza is topped with spinach, grape tomatoes, roasted garlic, pine nuts and fontina cheese!"
url868,https://www.cookwithmanali.com/roasted-poha-chivda/,3.0,1128,632,4.268,4.268,2019-10-23T00:02:54,2019-10-23T00:02:54,2019-10-23T12:22:15,nuts - add - version - recipe - transfer - roasted - chivda - oven - poha - roast,Roasted Poha Chivda - Cook With Manali,"Roasted Poha Chivda is so much better than store bought! This Indian snack mix is made with flattened rice, nuts and spices and is great with chai!"
url869,https://www.cookwithmanali.com/roasted-red-pepper-pasta-spinach/,6.4,1341,1349,7.553,4.507,2016-07-11T01:59:24,2016-07-11T01:59:24,2019-07-28T21:27:42,spinach - add - chopped - pasta - chopping - oil - roasted - pepper - sauce - red,Roasted Red Pepper Pasta with Spinach - Cook With Manali,Roasted Red Pepper Pasta makes a comforting and delicious meal! The addition of spinach makes it more flavorful and nutritious!
url870,https://www.cookwithmanali.com/roasted-sweet-potato-apple-pecan-salad/,4.5,948,945,6.323,6.074,2017-10-03T00:03:54,2017-10-03T00:03:54,2018-01-02T00:13:22,salad - sweet - snacks - olive - mix - sahale - pecans - potato - glazed - pecan - roasted - potatoes - apple,Roasted Sweet Potato Apple & Pecan Salad - Cook With Manali,Roasted Sweet Potato Apple & Pecan Salad with olive oil and maple dressing. Simple salad with simple favors and a great way to eat all the fresh produce!
url871,https://www.cookwithmanali.com/roasted-tomato-basil-soup-chickpeas/,4.3,888,921,9.685,5.937,2014-05-25T10:34:35,2014-05-25T10:34:35,2018-02-21T16:50:30,basil - leaves - add - tomato - tray - roasted - soup - oven - water - chickpeas - g,Roasted Tomato Basil Soup With Chickpeas - Cook With Manali,Roasted tomato basil soup with added chickpeas - makes a healthy and delicious dinner.
url872,https://www.cookwithmanali.com/roasted-tomato-bruschetta/,3.3,1015,695,9.332,6.074,2014-10-01T11:14:02,2014-10-01T11:14:02,2018-01-02T00:33:31,topping - bruschetta - add - taste - tomato - indian - food - roasted - pizzas - italian - tomatoes,Roasted Tomato Bruschetta - Cook With Manali,Italian roasted tomato bruschetta with fresh basil.
url873,https://www.cookwithmanali.com/roasted-whole-cauliflower-tikka/,4.3,1579,905,1.208,1.205,2022-11-13T01:50:00,2022-11-13T01:50:00,2022-11-14T00:19:26,tikka - yogurt - add - serve - recipe - marinate - cauliflower - roasted - sauce - masala,Roasted Whole Cauliflower Tikka - Cook With Manali,This oven roasted Whole Cauliflower Tikka is served with a creamy tomato sauce and makes a great vegetarian centerpiece for Thanksgiving!
url874,https://www.cookwithmanali.com/roasted-winter-vegetables-with-balsamic-vinegar/,3.7,1231,777,3.132,3.132,2020-12-11T20:25:52,2020-12-11T20:25:52,2020-12-11T20:25:52,veggies - way - add - lot - winter - vegetables - fresh - balsamic - vinegar - roasted,Roasted Winter Vegetables with Balsamic Vinegar - Cook With Manali,"Roasted Winter Vegetables like sweet potatoes, parsnips, carrots tossed with balsamic vinegar, fresh parsley. Vegan and gluten-free."
url875,https://www.cookwithmanali.com/rose-cardamom-burfi/,6.0,1270,1280,6.318,3.214,2017-10-05T01:08:27,2017-10-05T01:08:27,2020-11-11T19:26:38,milk - mixture - sugar - till - rose - butter - layer - powder - cardamom - burfi,Rose Cardamom Burfi - Cook With Manali,Rose Cardamom Burfi is an easy sweet to make this Diwali. Gets done in no time and you need only few ingredients to make this burfi!
url876,https://www.cookwithmanali.com/rose-cardamom-protein-shake/,2.6,562,556,7.542,4.436,2016-07-15T01:54:43,2016-07-15T01:54:43,2019-08-23T13:07:22,shake - rock - protein - rose - gym - powder - syrup - used - g - cardamom,Rose Cardamom Protein Shake - Cook With Manali,Rose Cardamom Protein Shake - a protein shake with delicious flavors of rose and cardamom. The perfect shake to drink post your workout!
url877,https://www.cookwithmanali.com/rose-kulfi/,6.3,1978,1329,2.655,2.655,2021-06-03T22:57:19,2021-06-03T22:57:19,2021-06-03T22:57:23,milk - add - sugar - rose - skip - pan - kulfi - water - syrup - stir,Rose Kulfi - Cook With Manali,This refreshing Rose Kulfi is flavored with rose water and rose syrup and makes a wonderful treat on a hot summer day!
url878,https://www.cookwithmanali.com/rose-pistachio-chia-pudding/,4.5,988,961,8.444,6.074,2015-08-21T00:15:08,2015-08-21T00:15:08,2018-01-02T00:23:38,milk - pudding - mix - chia - add - rose - till - pistachio - almond - cardamom - seeds,Rose Pistachio Chia Pudding - Cook With Manali,"Rose Pistachio Chia Pudding is healthy, delicious and great as breakfast or dessert!"
url879,https://www.cookwithmanali.com/rose-strawberry-panna-cotta/,6.3,1330,1336,8.003,5.962,2016-01-29T01:46:41,2016-01-29T01:46:41,2018-02-12T00:10:28,gelatin - mixture - rose - pan - using - panna - cotta - strawberry - water - sauce - agar,Rose Strawberry Panna Cotta [Without Gelatin] - Cook With Manali,Rose Strawberry Panna Cotta makes a stunning dessert for any occasion. It's made without gelatin and suitable for vegetarians.
url880,https://www.cookwithmanali.com/roti-recipe/,11.0,3283,2322,3.877,3.868,2020-03-14T00:05:10,2020-03-14T00:05:10,2020-03-17T10:43:43,cook - rotichapati - rolling - dough - add - recipe - tawa - rolled - roti - rotis - water - roll,Roti Recipe- How to make Roti/Chapati - Cook With Manali,"Learn how to make soft roti, the everyday Indian wholwheat flatbread with these tips and tricks. The warm rotis are best enjoyed with dal and curries."
url881,https://www.cookwithmanali.com/rotimatic-review/,5.8,1413,1232,6.951,5.521,2017-02-16T01:54:30,2017-02-16T01:54:30,2018-07-23T16:50:32,really - video - rotimatic - review - machine - making - oil - rotis - roti - easy - makes,Rotimatic Review + Video - Cook With Manali,I am really excited for today's review about Rotimatic - a machine that makes roti in just 90 seconds. Read about my Rotimatic Review and experience here.
url882,https://www.cookwithmanali.com/royal-icing/,3.9,836,834,9.126,2.795,2014-12-15T10:56:02,2014-12-15T10:56:02,2021-04-13T12:58:09,icing - cookies - mix - sugar - mixer - using - water - speed - royal - start,Royal Icing - Cook With Manali,Step by step instructions to make the perfect Royal Icing for Cookie Decoration!
url883,https://www.cookwithmanali.com/rusk-recipe/,6.9,1455,1455,6.937,0.729,2017-02-21T02:26:00,2017-02-21T02:26:00,2023-05-07T18:23:07,milk - video - yeast - dough - add - flour - recipe - rusks - powder - rusk - minutes,Rusk Recipe + Video - Cook With Manali,Learn how to make rusks at home with this easy rusk recipe! Rusks are twice baked toasrs which are best enjoyed with chai!
url884,https://www.cookwithmanali.com/saag-paneer/,7.1,2406,1514,0.468,0.468,2023-08-10T22:21:26,2023-08-10T22:21:26,2023-08-10T23:04:21,paneer - spinach - add - palak - greens - recipe - instant - stovetop - spices - pot - water - saag - minutes,Saag Paneer Recipe (Instant Pot & Stovetop) - Cook With Manali,Saag Paneer is a dish made with leafy greens and paneer (Indian cottage cheese). It is mildly spiced and a great way to eat your greens!
url885,https://www.cookwithmanali.com/sabudana-kheer-instant-pot/,4.2,1325,890,5.301,5.301,2018-10-11T17:10:31,2018-10-11T17:10:31,2018-10-11T18:03:42,milk - add - recipe - instant - kheer - pressure - pot - sabudana - minutes - navratri,Sabudana Kheer - Instant Pot - Cook With Manali,Creamy pudding made with tapioca pearls. This Sabudana Kheer is extremely popular during the fasting season of Navratri in India! It's gluten-free and Creamy Sabudana Kheer made in the Instant Pot! This gluten-free pudding made with tapiocal pearls is especially popular during the fasting season in India!
url886,https://www.cookwithmanali.com/sabudana-khichdi/,5.2,1621,1098,2.923,2.923,2021-02-25T00:05:51,2021-02-25T00:05:51,2021-02-25T01:28:40,pearls - cook - khichdi - add - lot - recipe - spices - sabudana - water - fasting,Sabudana Khichdi - Cook With Manali,Sabudana Khichdi is a gluten-free Indian dish made with sago pearls and is especially popular during the fasting season of Navratri!
url887,https://www.cookwithmanali.com/sabudana-vada/,6.0,1903,1280,0.682,0.682,2023-05-24T02:00:00,2023-05-24T02:00:00,2023-05-24T15:54:56,vadas - crispy - recipe - oil - heat - sabudana - potatoes - air - peanuts - vada - fry,Sabudana Vada Recipe - Cook With Manali,"Crispy and crunchy Sabudana Vada are the perfect tea time snack! These fritters are made with sago, potatoes & peanuts! They are vegan & gluten-free."
url888,https://www.cookwithmanali.com/salted-caramel-cinnamon-burfi/,6.3,2441,1346,2.447,2.447,2021-08-18T00:35:43,2021-08-18T00:35:43,2021-08-18T00:35:47,milk - cinnamon - add - sugar - pan - caramel - powder - heat - salted - sauce - burfi,Salted Caramel Cinnamon Burfi - Cook With Manali,"Salted Caramel Cinnamon Burfi made with milk powder and homemade Salted Caramel Sauce! Quick, easy and delicious!"
url889,https://www.cookwithmanali.com/salted-caramel-lava-cakes-for-2/,6.8,1401,1431,7.964,0.729,2016-02-12T00:30:05,2016-02-12T00:30:05,2023-05-07T18:06:19,cakes - chocolate - butter - caramel - place - lava - salted - sauce - till - minutes,Salted Caramel Lava Cakes for 2 - Cook With Manali,"Fudgy Salted Caramel Lava Cakes with a gooey salted caramel center is deliciously decadent! This recipe serves 2, which makes it perfect for date nights!"
url890,https://www.cookwithmanali.com/salted-caramel-macarons/,7.3,1494,1543,8.521,0.729,2015-07-24T00:31:31,2015-07-24T00:31:31,2023-05-07T18:19:46,macarons - sugar - add - shells - macaron - caramel - filling - salt - dont - salted,Salted Caramel Macarons - Cook With Manali,Salted Caramel Macarons - classic french cookies with a salty caramel center!
url891,https://www.cookwithmanali.com/salted-caramel-mocha/,3.1,672,663,8.704,6.074,2015-05-18T03:00:18,2015-05-18T03:00:18,2018-01-02T00:27:39,milk - cup - mocha - mg - caramel - coffee - drive - salted - sauce - g,Salted Caramel Mocha - Cook With Manali,A super easy recipe for Salted Caramel Mocha which tastes as good the one from your favorite cafe!
url892,https://www.cookwithmanali.com/salted-caramel-pistachio-sticky-buns/,3.8,791,806,7.151,6.074,2016-12-05T03:36:10,2016-12-05T03:36:10,2018-01-02T00:14:50,rolls - buns - cinnamon - pillsbury - caramel - pistachio - sticky - salted - sauce - minutes,Salted Caramel Pistachio Sticky Buns - Cook With Manali,Easy 4 ingredient Salted Caramel Pistachio Sticky Buns! They are perfect to be enjoyed with your family during the holidays!
url893,https://www.cookwithmanali.com/salted-caramel-sauce/,5.1,1082,1085,8.723,6.074,2015-05-11T03:26:11,2015-05-11T03:26:11,2018-01-02T00:27:50,add - butter - sugar - pan - stirring - caramel - salt - cream - salted - sauce,Salted Caramel Sauce - Cook With Manali,"Homemade Salted Caramel Sauce makes the most amazing topping for ice creams, brownies & much more!"
url894,https://www.cookwithmanali.com/sambar/,4.6,1545,971,4.745,1.405,2019-05-02T00:05:51,2019-05-02T00:05:51,2022-09-02T12:23:47,dal - cook - add - sambar - recipe - powder - pressure - heat - teaspoon - idli,Sambar - How to make Sambar - Cook With Manali,"South Indian lentil stew made with vegetables and special blend of spices! This flavorful and spiced Sambar goes well with rice, idli or dosa!"
url895,https://www.cookwithmanali.com/samosa-chaat/,4.6,1769,970,4.356,4.342,2019-09-21T00:05:05,2019-09-21T00:05:05,2019-09-26T19:45:54,chickpeas - cook - add - chaat - samosa - recipe - curry - heat - chole - spicy,Samosa Chaat - Cook With Manali,"Tangy, spicy Samosa Chaat! Spicy chole (chickpeas) are served with samosa and dollops of yogurt and chutney. This popular Indian street food is one of my"
url896,https://www.cookwithmanali.com/samosa-pinwheels/,8.0,2692,1689,2.192,2.192,2021-11-19T01:31:05,2021-11-19T01:31:05,2021-11-19T01:32:05,pinwheels - pastry - sheet - paneer - add - samosa - using - filling - potato - puff - shahi,Shahi Samosa Pinwheels - Cook With Manali,"Puff Pastry Samosa Pinwheels are filled with spiced potato, paneer, cashews and raisins! Makes an easy appetizer for potlucks & parties!"
url897,https://www.cookwithmanali.com/samosa-recipe/,8.5,2905,1807,4.458,3.712,2019-08-15T00:05:52,2019-08-15T00:05:52,2020-05-13T19:36:50,dough - low - flour - recipe - samosa - oil - heat - samosas - perfect - water - fry - minutes,Samosa Recipe - How to Make Perfect Samosa - Cook With Manali,Crispy and flaky Samosa is the perfect appetizer for any celebration. Learn how to make the perfect samosa at home each time with these tips and tricks!
url898,https://www.cookwithmanali.com/sandesh-bengali-sweet/,5.8,1766,1224,5.282,5.282,2018-10-18T10:17:29,2018-10-18T10:17:29,2018-10-18T14:26:50,milk - sweet - lemon - chena - cook - sandesh - bengali - sweets - juice - minutes - curdle,Sandesh - Bengali Sweet - Cook With Manali,"Sandesh, the popular Bengali sweet is an easy treat to make at home during the festive season! Made with milk and sugar, this takes less than 30 minutes!"
url899,https://www.cookwithmanali.com/sarson-ka-saag/,5.5,1752,1166,5.153,1.405,2018-12-04T02:08:51,2018-12-04T02:08:51,2022-09-02T12:08:48,mustard - cook - spinach - add - ka - greens - sarson - pressure - roti - saag,Sarson ka Saag - Cook With Manali,"Sarson Ka Saag aka spicy mustard greens is a winter staple in Northern India. It's usually served with makki roti (a flatbread made with maize flour), a Punjabi Sarson ka Saag aka spiced greens is a winter delicacy in Northern India. Served with makki roti (maize flour flatbread), it makes a nutritious meal!"
url900,https://www.cookwithmanali.com/schezwan-fried-rice/,5.6,1184,1184,6.375,6.074,2017-09-14T00:44:46,2017-09-14T00:44:46,2018-01-02T00:13:30,lunch - add - rice - heat - oil - fried - water - schezwan - sauce - till,Schezwan Fried Rice - Cook With Manali,Schezwan Fried Rice is a popular Indo-Chinese dish which is rather easy to make at home. This fried rice is flavored with spicy homemade schezwan sauce!
url901,https://www.cookwithmanali.com/schezwan-noodles/,3.6,1292,763,2.427,2.427,2021-08-25T17:39:57,2021-08-25T17:39:57,2021-08-25T17:40:01,veggies - add - noodles - recipe - soy - homemade - heat - dont - schezwan - sauce,Schezwan Noodles - Cook With Manali,Vegetarian Schezwan Noodles made with vegetables and homemade schezwan sauce! Easy to make 30 minute meal for buys days!
url902,https://www.cookwithmanali.com/schezwan-paneer-momos/,10.9,3539,2306,2.46,2.455,2021-08-13T13:44:29,2021-08-13T13:44:29,2021-08-15T10:15:23,paneer - rolling - dough - roll - edges - add - recipe - schezwan - sauce - momos,Schezwan Paneer Momos - Cook With Manali,"These Paneer Momos are filled with vegetables, paneer and tossed with a homemade schezwan sauce. If you love momos, then give these a try!"
url903,https://www.cookwithmanali.com/schezwan-paneer-sliders/,5.3,1835,1122,0.238,0.225,2023-11-02T09:21:46,2023-11-02T09:21:46,2023-11-07T00:30:28,paneer - mayo - add - cheesy - filling - spicy - schezwan - used - sliders - cheese - chutney,Cheesy Schezwan Paneer Sliders - Cook With Manali,These easy and cheesy Schezwan Paneer Sliders are great for entertaining. These are filled with a spicy paneer filling & topped with cheese!
url904,https://www.cookwithmanali.com/schezwan-paneer/,4.8,1580,1011,0.66,0.66,2023-06-01T00:57:35,2023-06-01T00:57:35,2023-06-01T07:31:59,paneer - add - crispy - recipe - water - teaspoon - air - schezwan - sauce - fry,Schezwan Paneer - Cook With Manali,Schezwan Paneer is an Indo Chinese dish where crispy paneer is tossed with a spicy schezwan sauce. It makes a delicious appetizer.
url905,https://www.cookwithmanali.com/sesame-cauliflower/,4.6,1631,983,4.688,4.69,2019-05-23T00:05:21,2019-05-23T00:05:21,2019-05-22T18:36:41,sesame - add - rice - recipe - sticky - cauliflower - sauce - stir - start - glutenfree,Sesame Cauliflower - Cook With Manali,Sesame Cauliflower in a sticky sauce makes a wonderful appetizer or snack. These vegan and gluten-free cauliflower bites also go well with rice or noodles.
url906,https://www.cookwithmanali.com/sesame-oats-ladoo/,4.2,1347,885,3.504,3.227,2020-07-28T00:05:18,2020-07-28T00:05:18,2020-11-06T17:25:46,sesame - sweet - add - ladoo - rolled - oats - dates - used - seeds - sweetened,Sesame Oats Ladoo - Cook With Manali,Easy Sesame Oats Ladoo are made with only 3 basic ingredients and are sweetened with dates making them refined-sugar free.
url907,https://www.cookwithmanali.com/seviyan-kheer/,2.5,545,528,10.307,8.578,2013-10-10T19:32:48,2013-10-10T19:32:48,2015-07-03T13:15:38,milk - add - sugar - kheer - dessert - seviyan - water - vermicelli - used - tbsp,Seviyan Kheer - Cook With Manali,"What do you do if you have a lot of milk bottles lying in your fridge. Make kheer! Yes, that's what I do usually. I think kheer is the easiest dessert you"
url908,https://www.cookwithmanali.com/shahi-paneer/,4.4,1575,940,4.496,4.285,2019-08-01T00:05:08,2019-08-01T00:05:08,2019-10-17T20:31:57,cut - paneer - add - gravy - onion - recipe - powder - rich - spices - shahi,Shahi Paneer - Cook With Manali,Shahi Paneer is Indian cottage cheese cooked in a rich and creamy curry. Perfect accompaniment to naan & rice!
url909,https://www.cookwithmanali.com/shahi-tofu/,3.9,1427,821,3.956,3.956,2020-02-14T00:42:45,2020-02-14T00:42:45,2020-02-14T00:42:45,saute - tofu - add - onion - instant - curry - pressure - spices - pot - shahi - minutes,Instant Pot Shahi Tofu - Cook With Manali,Creamy Shahi Tofu made in the Instant Pot. The dish gets it's creaminess from cashews and oat milk and is flavored with cardamom and saffron.
url910,https://www.cookwithmanali.com/sheer-khurma/,4.0,1228,839,5.627,5.627,2018-06-14T10:51:01,2018-06-14T10:51:01,2018-06-14T15:07:58,milk - nuts - add - eid - recipe - sheer - rich - dates - vermicelli - khurma,Sheer Khurma - Cook With Manali,"Sheer Khurma is a rich and creamy dessert made during Eid festivities. This delicious vermicelli pudding is made with lots of nuts, raisins and dates. It can be enjoyed warm or cold!"
url911,https://www.cookwithmanali.com/shortbread-cookies/,2.6,881,551,10.003,0.729,2014-01-29T20:08:49,2014-01-29T20:08:49,2023-05-07T18:23:36,cookies - chocolate - mix - dough - shortbread - flour - butter - sugar - add - chips,Shortbread Cookies - Cook With Manali,"Shortbread cookies are traditionally made using only four basic ingredients: flour, sugar, butter and vanilla. These cookies have a very high fat content"
url912,https://www.cookwithmanali.com/slow-cooker-chana-masala/,5.4,1146,1152,7.227,6.074,2016-11-07T01:32:41,2016-11-07T01:32:41,2018-01-02T00:15:09,cook - add - chopped - cooker - slow - teaspoon - chana - chickpeas - masala - tomatoes,Slow Cooker Chana Masala - Cook With Manali,Slow Cooker Chana Masala - raw chickpeas cooked in the slow cooker with spices and then tempered with onion & tomato masala!
url913,https://www.cookwithmanali.com/slow-cooker-dal-makhani/,5.6,1187,1193,7.17,6.074,2016-11-28T05:54:02,2016-11-28T05:54:02,2018-01-02T00:15:06,dal - cook - add - hours - cooker - powder - garlic - slow - teaspoon - makhani,Slow Cooker Dal Makhani - Cook With Manali,Slow Cooker Dal Makhani - one of India's most famous dal cooked in the slow cooker and tempered with spices. Great with naan or rice!
url914,https://www.cookwithmanali.com/slow-cooker-sweet-potato-soup/,3.9,818,823,7.208,6.074,2016-11-14T02:21:46,2016-11-14T02:21:46,2018-01-02T00:15:07,milk - sweet - chopped - vegetable - cooker - potato - slow - soup - water - g,Slow Cooker Sweet Potato Soup - Cook With Manali,"Vegan slow cooker sweet potato soup - lightly spiced, really comforting and super easy to make. The slow cooker does all the job!"
url915,https://www.cookwithmanali.com/smoked-tandoori-paneer-sandwich/,8.3,2434,1769,2.748,2.734,2021-04-30T16:31:52,2021-04-30T16:31:52,2021-05-05T12:43:21,paneer - tandoori - cilantro - bread - recipe - using - smoked - place - sandwich - cheese - chutney,Smoked Tandoori Paneer Sandwich - Cook With Manali,"Smoked Tandoori Paneer Sandwich gets it's flavors from the spices, chutney & cheese and the smokiness through charcoal. Perfect for brunch!"
url916,https://www.cookwithmanali.com/smores-creme-brulee/,7.5,1559,1581,8.526,6.074,2015-07-22T01:05:06,2015-07-22T01:05:06,2018-01-02T00:25:36,brulee - ramekins - creme - smores - chocolate - mixture - sugar - add - cream - eggs - minutes,S'mores Creme Brulee - Cook With Manali,"S'mores Creme Brulee, a summer twist on the classic dessert!"
url917,https://www.cookwithmanali.com/soft-chewy-chocolate-chunk-cookies/,3.6,1101,772,9.279,0.729,2014-10-20T13:22:14,2014-10-20T13:22:14,2023-05-07T18:17:36,cookies - chocolate - dough - sugar - baking - egg - bake - chunk - soft - chewy - cookie,Soft & Chewy Chocolate Chunk Cookies - Cook With Manali,"The main reason why I love cookies is because it is what made me fell in love with baking. Cookies were the first thing I ever baked, probably because"
url918,https://www.cookwithmanali.com/sooji-chocolate-halwa/,2.2,790,473,10.268,4.797,2013-10-24T19:22:12,2013-10-24T19:22:12,2019-04-13T11:45:35,pudding - flavor - chocolate - halwa - add - sugar - sooji - semolina - powder - ghee - water,Sooji Chocolate Halwa | Semolina Chocolate Pudding - Cook With Manali,"As a child, whenever I told mom that I wanted to eat something sweet, she almost always gave me two options - sooji halwa and aata halwa. I'm sure this is"
url919,https://www.cookwithmanali.com/sooji-halwa/,4.3,1396,907,4.337,4.274,2019-09-28T00:05:34,2019-09-28T00:05:34,2019-10-21T09:35:37,milk - halwa - add - sugar - pan - sooji - ghee - dont - heat - water,Sooji Halwa - Cook With Manali,"Indian dessert made with sooji (semolina), ghee and sugar! Sooji Halwa is often made on festivals and to celebrate special occassions!"
url920,https://www.cookwithmanali.com/sooji-rava-ladoo/,5.9,1982,1261,2.389,2.389,2021-09-08T07:28:00,2021-09-08T07:28:00,2021-09-08T08:24:04,milk - ladoos - rava - sugar - add - ladoo - recipe - ghee - easy - used,Rava Ladoo - Cook With Manali,"Easy Rava Ladoo made with semolina, ghee and sugar. This is a no fail recipe to make this sweet at home during the festive season."
url921,https://www.cookwithmanali.com/south-indian-coconut-rice/,4.5,974,960,6.764,6.074,2017-04-25T03:18:21,2017-04-25T03:18:21,2018-01-02T00:14:09,dal - cook - coconut - add - rice - indian - oil - south - g - minutes,South Indian Coconut Rice - Cook With Manali,Easy and delicious South Indian Coconut Rice! This rice uses freshly grated coconut and minimal spices for that amazing coconut flavor! Vegan & gluten-free.
url922,https://www.cookwithmanali.com/south-indian-filter-coffee/,5.8,1811,1220,1.838,1.838,2022-03-28T23:20:57,2022-03-28T23:20:57,2022-03-28T23:21:00,milk - cup - filter - sugar - add - recipe - indian - coffee - south - strong,South Indian Filter Coffee - Cook With Manali,"This homemade recipe for Filter Coffee makes a delicious cup with goes well with idli, dosa, vadas and more!"
url923,https://www.cookwithmanali.com/spiced-beetroot-buttermilk/,4.4,919,937,8.499,6.074,2015-08-01T00:54:42,2015-08-01T00:54:42,2018-01-02T00:23:46,mixture - add - mix - buttermilk - mg - salt - beetroot - beets - spiced - water - till,Spiced Beetroot Buttermilk - Cook With Manali,Indian style spiced Beetroot Buttermilk is a refreshing summer drink!
url924,https://www.cookwithmanali.com/spiced-carrot-soup/,5.0,1047,1056,7.956,6.074,2016-02-15T02:18:11,2016-02-15T02:18:11,2018-01-02T00:21:40,add - powder - carrot - cumin - curry - spiced - soup - till - minutes - blender,Spiced Carrot Soup - Cook With Manali,"Spiced Carrot Soup with ginger, cumin and curry powder. A delicious, healthy & vegan soup!"
url925,https://www.cookwithmanali.com/spiced-tamarind-mocktail/,4.3,1393,915,0.277,0.222,2023-10-19T21:13:48,2023-10-19T21:13:48,2023-11-08T12:44:42,glass - add - serve - drink - soda - spiced - teaspoon - tamarind - mocktail - chutney,Spiced Tamarind Mocktail - Cook With Manali,"Tangy, spicy and sweet this Tamarind Mocktail is inspired by the flavors of Imli Chutney. It's refreshing and perfect for the festive season."
